"sample_name","phenotype_label","neighbor_phenotype_label","cummulative_count","mean_interaction_density_mm2","stderr_interaction_density_mm2","frame_count","region_label"
"MEL3","OTHER PDL1-","OTHER PDL1+",145,939.251725197239,239.416980752378,2,"Margin"
"MEL3","OTHER PDL1-","OTHER PDL1-",1178,7505.09984987354,1439.86539801808,2,"Margin"
"MEL3","OTHER PDL1-","SOX10+ PDL1+",169,1010.90731171672,58.2846589629241,2,"Margin"
"MEL3","OTHER PDL1-","SOX10+ PDL1-",373,2127.65114953492,545.328777164201,2,"Margin"
"MEL3","SOX10+ PDL1+","CD8+ PD1+",63,396.144775803943,55.9473305876911,2,"Margin"
"MEL3","SOX10+ PDL1+","CD8+ PD1-",56,339.633262504989,0.564182711263129,2,"Margin"
"MEL3","SOX10+ PDL1+","OTHER PDL1+",134,895.431456139255,331.675689780895,2,"Margin"
"MEL3","SOX10+ PDL1+","OTHER PDL1-",169,1010.90731171672,58.2846589629241,2,"Margin"
"MEL3","SOX10+ PDL1+","SOX10+ PDL1+",1730,11215.9948476853,2895.73733039641,2,"Margin"
"MEL3","SOX10+ PDL1+","SOX10+ PDL1-",420,2526.36425492275,88.2961097392972,2,"Margin"
"MEL3","SOX10+ PDL1-","CD8+ PD1+",32,171.584381225522,90.8536479413012,2,"Margin"
"MEL3","SOX10+ PDL1-","CD8+ PD1-",10,64.6651841575568,16.0655491266636,2,"Margin"
"MEL3","SOX10+ PDL1-","OTHER PDL1+",18,116.397331483602,28.9179884279945,2,"Margin"
"MEL3","SOX10+ PDL1-","OTHER PDL1-",373,2127.65114953492,545.328777164201,2,"Margin"
"MEL3","SOX10+ PDL1-","SOX10+ PDL1+",420,2526.36425492275,88.2961097392972,2,"Margin"
"MEL3","SOX10+ PDL1-","SOX10+ PDL1-",1204,6494.01802278608,3264.78869141726,2,"Margin"
